 M_T	HIFFloxFPBS1-C18Neg	HIFFloxFPBS2-C18Neg	HIFFloxFPBS5-C18Neg	HIFFloxFPBS6-C18Neg	HIFFloxFPBS7-C18Neg	HIFFloxFPBS8-C18Neg	HIFmsdFPBS1-C18Neg	HIFmsdFPBS2-C18Neg	HIFmsdFPBS3-C18Neg	HIFmsdFPBS4-C18Neg	HIFmsdFPBS5-C18Neg	HIFmsdFPBS6-C18Neg	HIFFloxMPBS1-C18Neg	HIFFloxMPBS2-C18Neg	HIFFloxMPBS3-C18Neg	HIFFloxMPBS4-C18Neg	HIFFloxMPBS7-C18Neg	HIFFloxMPBS8-C18Neg	HIFmsdMPBS1-C18Neg	HIFmsdMPBS3-C18Neg	HIFmsdMPBS4-C18Neg	HIFmsdMPBS5-C18Neg	HIFmsdMPBS6-C18Neg	HIFmsdMPBS8-C18Neg
461.14516273021_68.7577769687365	0	0	0	0	0	0	0	0	935.9130244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
249.965932562562_39.1855984065787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
424.108820520865_123.501513885784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
597.03342949928_41.8117844957793	0	0	0	0	0	0	0	0	0	0	16703.0721	0	0	0	0	0	0	0	0	0	0	0	11034.67529	0
170.940008259819_531.692808173826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179.010873130152_576.055811714754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174.957043073578_229.117386539494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209.025328385671_44.0942125721279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292.924266937318_575.419731285459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318.115051743225_43.734828647021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325.044129706475_48.9816574694301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
435.146076320782_138.094580897524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
355.012908922988_280.782894336764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
819.860654011956_163.243720141407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
385.257244865465_208.939425406412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	761.1968443	0	0	0	0	0	0
126.017414607411_638.040865817978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167.047103142_128.268739558427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150.031414503534_13.4039671905513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266.92624818488_30.5773801343396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5409.483435	0	0	0	0	0
274.072230722771_248.441693409473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	605.142987	0	0	0	0	0	0
108.028454138063_585.754980454411	0	0	0	0	0	0	0	0	0	0	0	0	0	16291.0477	0	0	0	0	0	0	0	0	0	0
447.165134118653_509.312483137117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
763.888402668474_213.680281137874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117.91916728442_214.27496464579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259.119999998698_269.062217631751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191.074413645188_44.2604543771045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
314.058701880174_55.7473754752135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
157.087674438708_364.844890184592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225.064117174806_67.2576569429243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
296.984137898452_270.53591756762	0	0	0	0	0	0	0	0	0	0	8699.977403	0	0	0	0	0	0	0	0	0	0	0	0	0
277.087427989549_136.312189822534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
335.05907421948_166.889871673972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
449.108651821381_73.1941946802555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3583.451987	0	0	0	0	0	0
616.863691483828_52.2127421173718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
663.166006987142_138.186366096887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
575.48650216419_46.1479485214572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274.132187083039_121.215136836555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180.990370038118_13.646478558978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198.028266804309_64.0591729797534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
228.125981120313_214.09065623318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259.964628728214_70.5927407521146	0	0	0	0	0	0	0	0	0	0	1083.919385	0	0	0	0	0	0	0	0	0	0	0	0	0
297.000151473472_589.245388981098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
188.105185464125_45.4691137796553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
297.884746286421_39.8475100082325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
368.888911759395_39.6456065571782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
374.099450561175_131.432791378856	0	0	0	0	0	0	0	0	0	0	0	2325.250583	0	0	0	0	0	0	0	0	0	0	0	0
382.071289967522_303.113349046533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
697.278445975401_277.182192377082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
385.589003046196_163.794764955242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
541.923887021554_47.8743123430904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618.884367436098_51.4688193615698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103.949181592991_15.6491714237676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163.96451379166_124.910901715381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87.0085115433056_575.531640059553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137.04592296872_44.9151162979892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82.9787954947271_41.4293227697245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
361.169840365754_581.655437360161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
372.075595893417_63.7780511942909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197.119540227777_371.183661562595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
458.073266975245_58.1570185050871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24545.15104	0	0	0	3655.602012	0	0
660.089915264064_66.6994740270538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265.930301904077_37.6854633199395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283.230465557106_573.496428358823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271.008568509602_61.1843988292754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2929.544997	0	0	0	0	0	0
281.028217885472_80.2169852348093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454.8223857	0	0	0	0	0
237.101495419455_306.992443010819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168.837116864544_52.8477908663151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308.075759804061_135.878452091956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
355.077590005318_42.4318931772709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5208.735138	0	0	0	0	0	0
442.0336791585_136.714628096327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
525.133027107263_195.005807713707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1094.480595	0	0	0	0	0	0	0	0	0
403.200843287836_355.513326077321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
470.992570081275_85.2692138960145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
453.162783523945_342.325535664291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243.8894114076_41.113251711756	0	0	6085.669338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5421.208439	0
208.97355457711_40.6161483908241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
319.038764076429_72.4842066139794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334.95509804185_40.5251491505274	0	0	0	0	0	0	1819.342846	0	0	0	0	0	0	0	0	2521.016519	0	0	0	0	0	0	0	0
189.890138874397_24.583864390151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82.9538597449891_195.196000911371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74.0243345526813_65.7969513150012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115.076483976996_384.151716545742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1229.774956	0	0	0	0	0	0
151.061760667885_43.8244861943279	0	0	0	0	0	0	0	0	0	0	0	0	1581.21295	0	0	0	0	581.7538846	0	0	0	0	0	0
376.113077863323_45.6411012125943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209.006122462878_121.713722319567	6935.163222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141.092572944193_296.023491311999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97.0657680313205_127.197847744549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
188.934278326676_201.907706851624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187.06051317485_183.460572211795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256.992473555227_220.424822429121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215.052951707283_142.403374282157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
537.011570322479_41.5097248207214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
348.205711591543_319.069023080094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
383.294918186214_573.39685680535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
631.117936319487_66.1535679905618	0	0	0	1290.462492	0	734.4329188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105.019287216535_59.5311077049086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112.051684442438_522.360432485421	0	0	0	0	0	40465.78163	0	0	0	29923.59886	0	0	0	0	0	0	0	0	0	0	0	0	31053.56617	0
260.069905468033_94.8103087194635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87.0449029921828_101.012831782894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
389.185275251368_329.831903087372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
637.967332157072_48.1051122084664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
722.518944483115_538.000837824377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
258.962283618901_70.4984584746158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	567.194514	0
795.285738497109_195.075745738774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
350.040013631805_69.7763601283131	0	0	0	0	0	0	0	0	0	0	0	0	0	1096.39351	0	0	0	0	0	0	0	0	0	0
363.205601115955_456.871586186309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
244.067638526371_56.4246783621039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
497.433161742072_61.4123957934518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159.078235599113_142.807046746406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156.997159085689_91.9757390613564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224.565291295716_268.043088400665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
253.052713776931_315.333380654417	0	0	0	0	0	0	0	0	0	0	0	0	654.8588754	0	0	0	0	0	0	0	0	0	0	0
236.068349307801_44.0380875259311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293.036372161746_136.651612018822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320.130388120516_179.666548018921	0	0	0	0	0	0	704.2922001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
288.147494034044_55.9999661446141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301.020415628394_50.7297413406057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
386.069854011426_85.1609439744415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
427.130481897105_151.555267644435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
701.432698374782_553.548637390848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
393.253044612387_482.730213539709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602.007373813231_85.2980435828757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351.918905409621_59.2501084180521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.4929136	0	0	0	0	0	0	0	0	0
255.907132277028_64.2838698291749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160.842768174427_107.71907926903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12906.26427
178.065046455263_148.465944110151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136.892083928608_532.563956355952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273.209713443883_490.410703934396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290.039740314342_39.6314231536558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148.900255758053_37.8923069798067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285.085373795731_45.0819931988736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
298.987028522028_222.3709957603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194.925520514811_450.506732447511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132.038622270627_136.188033844206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
383.962811020367_50.0978812544771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
386.106187590744_125.640684999762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1522.933314	0	0	0	0	0	0
244.9411466118_53.0376298330009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	823.0327903	0
573.037327061209_150.871824277007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
428.230186133803_411.210965419453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
515.382638850593_514.995633911431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
233.068571140849_204.784055741936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318.012740612883_124.395367177445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
438.17978137341_77.1104792256702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143.083077941538_55.6858533572918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
515.4812673857_50.2756767322923	0	0	0	0	0	0	0	0	0	0	0	0	1058.977472	0	0	0	0	0	0	0	0	0	0	0
458.194058357504_304.829149980326	0	0	0	0	0	0	0	0	0	0	0	1786.947633	0	0	0	0	0	0	0	0	0	0	0	0
407.059614215491_85.3917498150894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
481.248304079222_212.319810689851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
788.529783412072_574.019159387838	0	0	0	0	0	0	0	0	0	0	0	8294.479165	0	0	0	0	0	0	0	0	0	0	0	0
181.052798383572_578.222699517462	0	0	30466.49818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310.000747308808_72.1335385462564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
380.03026918175_50.4773275953863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
405.060544499391_59.9455011383055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
528.005035000264_77.6885787963673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70.0293800398499_65.4165884656669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
425.101031137654_123.538679574616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153.020413575158_142.850022619803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
423.991513596014_124.640260368213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317.023572773407_72.5677019319691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
463.153309170308_44.2398356848153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
545.258223495278_494.129552395403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
774.12117555983_58.0535491985978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103.960079042911_40.2918267283728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259.01600993781_247.832918902357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
269.056707229315_425.000279702926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137.994930451822_574.769719315371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292.179273631768_337.609994005793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224.820897651337_40.7727385825909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
521.170615396729_135.947456398702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
690.931427559042_50.4047883927941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
380.915890716763_39.1566250240035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
421.159013552562_472.824471252395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1730.783298	0	0	0
582.382677702077_491.532831050539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
263.041016651978_160.876096903166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
424.089197524517_148.422992827452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
512.101235461921_55.5865378821156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
560.547106233163_151.08107876194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325.891318513582_37.1125138892196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
434.894272219607_351.20413204871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312.988286948465_103.029916229076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63.0053705670059_43.6422951248269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97.0405935449549_12.9171613725924	2974.315398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108.969588377793_591.394378309612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5620.938339	0	0	0	0	0	0
172.868852870009_107.683791658086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200.987683777062_116.020446195234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129.976064170149_122.950432816356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152.048924801539_42.7655177713979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98534.7687	0	0	0	0	0	0
280.124979638785_221.580147192871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2272.792388	0	0	0	0	0	0
171.007690942148_66.1073136706885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2920.096462	0	0	0	0	0	0
96.9599828559943_201.531631736622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
188.093940736196_411.026754844431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203.006128999581_37.3990934665961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199.171565753079_759.602838536364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
228.992265218775_13.3482169909909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
249.051391024245_123.960286624799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264.993772212603_506.895210143977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30210.55293	0	0	0	0	0	0	0
254.098447386439_68.0311066206075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294.469480118567_51.4722771901146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
333.000606331458_583.795170981174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392.929772964443_37.5755638659695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
421.217587680654_366.799611918679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
416.28837683482_573.372496046661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
458.90747513502_37.514201762069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239.905000200841_64.1834778007914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82428.9343	0	0	0	0	0	0	0	0	0
134.987809782777_778.192222876357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138.985270568034_56.2657899704656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143.010289452893_585.531802414407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
369.124056417641_43.0188517049602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
373.423738577422_60.9293580915859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
516.822482883721_39.5326439243493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177.10800895351_68.2199818793629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184.099013143286_240.193683747082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214.968729116113_351.553090427886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
